,ITE_ITEM_TITLE,ITE_ITEM_TITLE,"Score Similitud (0,1)"
4192,Tênis De Rodinha Com Led Colorido Minipé Original Lançamento,Tênis Rodinha Led Unissex Lançamento Fc011,0.4444444444444444
4193,Tenis Rosa Cano Baixo - Aproveite! ,Sapatenis Feminino Rosa Cano Baixo - Aproveite! ,0.6666666666666666
4194,Tênis Masculino Conforto Fit Para Caminhada + Relógio Brinde,Tênis Masculino + Brinde,0.5
4195,Miniatura Bike Mtb Speed Dobla 1/10 Metal Colecionável Jp275,Bike Em Miniatura Speed Triathlon,0.3
4196,Tênis Usthemp Glam Art - Felinos Por Kako Neto,Tênis Usthemp Half Art - Felinos Por Kako Neto,0.7777777777777778
4197,Tênis Masculino Asc Crazy Advance Leve Cor Preto E Laranja,Tênis Masculino Asc Crazy Advance Leve Cor Cinza E Verde,0.6363636363636364
4198,Tenis Sintético Feminino Mulher Lindo Confortável,Tenis Feminino Para Caminhada Confortável Lindíssimo,0.375
4199,Tênis Infantil Botinho Colegial Preto Com Velcro 792ca,Tênis Botinho Sport Casual Infantil  - Preto,0.4
4200,Tenis Fila Sparky Feminino Leve Confortavel Preto Na Caixa, Tenis Feminino Preto Confortavel Leve E Facil Calce,0.5
4201,Tênis Feminino Branco Plataforma Moda,Tênis Branco Feminino Plataforma,0.8
4202,Tênis Feminino Model.578,Tênis Feminino,0.6666666666666666
4203,Smart Tv Philips 42 Ultra Fina 42pfl4508g/78- Retirar Peças ,Tv Smart 55polegadas Sansug Apenas Para Retirar Peças Frete,0.3076923076923077
4204,Tênis Infantil Masculino Bibi Roller 2.0 Sem Cadarço,Tênis Infantil Masculino Bibi Roller 2.0 Game,0.75
4205,Tênis Casual Kolosh Feminino K7005m,Tênis Feminino Casual Kolosh  ,0.8
4206,Bike Hupi Naja 2016,Bike Hupi Naja,0.75
4207,Tênis Unissex Caminhada Confortável Top Promoção Só Hoje,Tênis Akatsuki Anime Unissex Promoção Top,0.4444444444444444
4208,Tênis Asics Raiden 3 Preto Pronta Entrega,Tênis Asics Gel-pacemaker Feminino Preto Pronta Entrega,0.5555555555555556
4209,Kit 12 Pares Botinha Infantil Carinha De Nenem,Kit 12 Pares De Sapato Infantil Casual Confortavel,0.4
4210,Tênis Nike Free Preto Corrida Academia,Tênis Fila Masculino Preto Corrida Caminhada Academia ,0.4444444444444444
4211,Tênis Fila Perfect Fit Masculino Liquidação Black Friday,Tênis Masculino Fila Perfect Fit,0.625
4212,Tenis Infanitl Feminino Tênis Infantil Escolar Menina,Tênis Infantil Tenis Infantil Menina Tenis Feminino Infantil,0.7142857142857143
4213,Tênis Feminino Under Armour Charged Slight Preto Original/nf,Tênis Under Armour Charged Slight Feminino Preto E Rosa,0.7777777777777778
4214,Sandalia Akazzo Metalizada Tiras - 3320ig,Chinelo Akazzo Croco - 2433l,0.2222222222222222
4215,Tênis Feminino Ramarim Chunky Flatform Casual Lançamento,Tênis Ramarim Lançamento Branco Feminino Chunky Casual,0.75
4216,Bike Mtb Giant Aro 26 - 27v Shimano Slx Quado M,Bike Aro 26 Optimus Mtb Freio V-brake 1 Velocidade - Xnova,0.29411764705882354
4217,Sapato Tenis All Star Branco 36 37 Enfermeira Blogueira,Tenis Feminino Sapato Medico Enfermeira Branco Promoção,0.3333333333333333
4218,Tênis Respirável Leve Ao Ar Livre De Personalidade Casal 84,Casal Tênis De Corrida Moda Respirável Ao Ar Livre Masculino,0.45454545454545453
4219,Tênis Feminino De Ótima Qualidade,Tênis Cadarço Feminino Confortável Ótima Qualidade ,0.6666666666666666
4220,Tênis Bebê Menina Kidy Colors Mina 009-0845 Charme Modas,Tênis Infantil Kidy Colors Menina Pink,0.36363636363636365
4221,Tênis Usthemp Half Vegano Casual Lunna Labrador,Tênis Usthemp Half Vegano Casual Clean,0.625
4222,Tênis Xuá Xuá Laço,Tênis Beira Rio Laço,0.4
4223,Tênis Infantil Street Star Canvas Kids Unissex St0792 ,Tênis Infantil Street Star Canvas Low Kids St0791 ,0.6
4224,Tênis Asics Japan S Masculino Casual Original,Tênis Asics Japan S Feminino - Original,0.5555555555555556
4225,Tênis Casual Infantil Molekinha 2097.414 Promoção,Tênis Casual Infantil Molekinha 2097.418 Promoção,0.7142857142857143
4226,Tênis New Balance 996 V4 Masculino,Tênis New Balance 574 Masculino ,0.5714285714285714
4227,Birkenstock - Tênis Arran Kids Tx - Green,Tênis Granola Kids - Gambo,0.3333333333333333
4228,Trek Dual Sport Tam Xl,Oggi Agile Sport Carbon Tam 17,0.2222222222222222
4229,Vizzano 1356.100 Tenis Feminino Chunky Flatform Plataforma,Tenis Chunky Feminino Vizzano Plataforma Flatform Original,0.75
4230,Tênis Tamanho Grande Para Academia Esporte Barato Leve ,Tênis Feminino Leve Confortável Sem Cadarço Tamanho Grande,0.4
4231,Bicicleta Aro 16 Amarela Preta Kit Aml Com Brindes Bmc0b,Bicicleta Aro 16 Preta Kit Azul Com Brindes Bmc0b,0.7
4232,Bicicleta 29 Cilt Fênix Shimano Deore 10v Proshock Ar F630,Bicicleta 29 Cilt Fênix Shimano Xt M8100 12v Proshock F780,0.42857142857142855
4233,Tênis Osklen Canvas Slip On,Tênis Tanara Slip On,0.5
4234,Sneakers Fitness Couro Legitimo Academia Ginastica Dança Rit,Botinha De Treino Sneakers Fitness  Academia  De Couro Frete,0.36363636363636365
4235,Tênis Para Caminhada Unissex 100% Couro Resistente Impacto,Tênis Couro   Adventure  Envio Imediato 100% Couro,0.36363636363636365
4236,Bota Converse All Star Couro,Bota Converse All Star Cores,0.6666666666666666
4237,Tênis Infantil Pampili Summer Facil Calce 665.002b - Tie Dye,Tênis Infantil Menina Calce Facil Tie Dye Feminino Ref 16129,0.42857142857142855
4238,Bicicleta Infantil Aro 16 Prata E Azul Rock Verden Bikes,Bicicleta Infantil Aro16 Verden Rock Prata E Azul,0.6
4239,Tenis Qix Shark Couro Masculino Street Casual,Sapatênis Masculino Casual Tenis Couro Legitimo,0.4444444444444444
4240,Tênis Slip On Casual Polo Masculino Solado Tr Confort + Boné,Tênis Slip On Masculino Sapatenis Mule Sapato Casual Confort,0.42857142857142855
4241,Tênis Masculino Olympikus Astro Preto Original C/nf,Tênis Olympikus Wellness Masculino Original C/nf,0.625
4242,Tênis Run Falcon (unisex) adidas,Tênis Feminino adidas Run Falcon 2.0,0.4444444444444444
4243,"Kit Infantil Bolsa E Tênis Unicórnio Feliz, Magicc Kids 671","Kit Infantil Bolsa E Tênis Stickers, Magicc Kids ",0.6363636363636364
4244,Bicicleta Infantil Menina Aro 12 Puppy - Nathor Criança,Bicicleta Infantil Aro 12 Menina - Nathor,0.7777777777777778
4245,Sapatos Esportivos Casuais Masculinos De Tamanho Grande Para,Sapatos Masculinos De Tamanho Grande Calçados Esportivos Res,0.625
4246,Nike Pegasus 37 Feminino,Tênis Nike Pegasus,0.4
4247,Sapatilha Tênis Boneca Feminina Sola Alta Confortável Leve,Tênis Feminino Sola Alta Slip On Sapatênis Leve Confortável ,0.4166666666666667
4248,Tênis Esportivo Olympikus Selene 43255690 - Marinho,Tênis Olympikus Anyway Marinho - Feminino,0.4444444444444444
4249,Tênis Feminino Sapatenis Em Couro Branco Com Detalhes,Tênis Feminino Branco Em Couro Detalhes Vermelho Com Onça,0.625
4250,Tênis On Running Cloudflow Feminino Azul,Tênis On Running Cloudstratus Azul Feminino,0.7142857142857143
4251,Tênis Usthemp Volare Temático - Unigothic 6,Tênis Usthemp Volare Temático - Motocicleta,0.625
4252,Tenis Fila Marinho Rose Dourado Feminino Racer Frame,Tênis Fila Racer Frame Feminino - Marinho E Rosa,0.45454545454545453
4253,"Quadro E Peças Swift Carbon Racevox , Não É Tarmac E Trek","Bicicleta Trek Calypso Ótimo Estado, Peças Originais",0.23076923076923078
4254,Tênis Coca Cola Ella Canvas Flatform Branco,Tênis Feminino Coca Cola Plataforma Atlanta Canvas Branco,0.5
4255,Tenis Feminino Sola Alta Shoes Plataforma A  Plataforma ,Tenis Feminino Sola Alta Shoes Plataforma  Limitado,0.8571428571428571
4256,Tênis Feminino Casual Plataforma Com Elastico Carrano Spechi,Tênis Com Plataforma Casual Feminino,0.5714285714285714
4257,Tênis Olympikus Feminino Iris Original 898 - Marinho/rosa,Tênis Feminino Olympikus Express - Original,0.5555555555555556
4258,Tenis Olympikus Jogging 100 Masculino Feminino Original,Tenis Olympikus Feminino Ultraleve Jogging Original,0.625
4259,"Tenis, Asics",Tenis Asics,0.6666666666666666
4260,Tênis Feminino Knit ,Tênis Feminino,0.6666666666666666
4261,Tênis Hocks Flat Lite Chocolate Skatista - Original ,Tênis Hocks - Flat Lite Black,0.5555555555555556
4262,Tenis Feminino Branco Sola Alta Casual Clássico Barato Moda,Tenis Feminino Casual Sola Alta Promoção Barato,0.6
4263,Tênis Vizzano Casual Feminino 137110122116,Tênis Vizzano Casual Feminino Estampado,0.6666666666666666
4264,Bicicleta Aro 29 Gt Sprint Volcon 27v Freios Hidráulico,Bicicleta Volcon Aro 29 27v Hidráulico Rosa Azul Gt Sprint,0.7272727272727273
4265,Tênis Infantil Divertida Mente - Disney Sugar Shoes ,Tênis Infantil Dory Disney,0.3333333333333333
4266,Sapatênis Detony D9204 Caramelo,Sapatênis,0.25
4267,Tênis Cano Alto Masculino Em Couro Star Stranger Ro 5802,Tênis Masculino Mcfly  Botinha Cano Alto Couro Ro 5802,0.6363636363636364
4268,Tênis Feminino Esportivo Kolosh K8348,Tênis Kolosh Feminino Esportivo K4064,0.6666666666666666
4269,Bicicleta Motorizada,Bicicleta Motorizada 85cc,0.6666666666666666
4270,Tênis Infantil Homem Aranha C/ Led - Barato - Frete Grátis,Tênis Infantil Sonic C/ Led - Lançamento Barato Frete Grátis,0.6666666666666666
4271,Tênis Feminino Torricella Plataforma Flexível Antiderrapante,Tênis Feminino Plataforma Cacharrel Flexível Antiderrapante,0.7142857142857143
4272,Tênis Destroyer Estilo Goyaze Cafe 100% Couro,Tênis Couro   Adventure  Envio Imediato 100% Couro,0.36363636363636365
4273,Tênis Asics Masculino Gel Raiden Corrida Original Amortece,Tênis Asics Raiden Corrida Original Masculino Lançamento,0.6666666666666666
4274,Tênis Infantil Feminino Molequinha - 2118 Marinho,Tênis Feminino Infantil - Estrelinhas,0.5
4275,Tênis Feminino Chunky Blogueira Flatform Sneaker Vizzano,Sneaker Chunky  Tênis Feminino Blogueira Flatform Prada,0.75
4276,"Tênis Sola Alta Jeans Feminino Com Zíper,envio Já","Tênis Plataforma Jeans Feminino Com Zíper, Blogueirinha Br",0.45454545454545453
4277,Tênis Masculino Olympikus Cristal Preto - 43688896,Tênis Olympikus Molecula Masculino - Preto,0.625
4278,Tênis Chunky Fenice Casual Di Valentini 4323 Napa Branco,Tênis Casual Feminino Chunky Vizzano Branco,0.36363636363636365
4279,Sapatenis Masculino De Elastico Confortavel,Sapatenis Masculino Ramazzotti Super Confortavel,0.5
4280,Kit Boxe Pretorian First - Luva Bucal E Bandagem - Militar,Kit De Led - H-buster - Hbtv42l07fd ,0.16666666666666666
4281,Kit 3 Sapatenis Masculino Preto Branco Azul Macio Confortave,Kit 3 Sapatenis Polo Blu Masculino,0.36363636363636365
4282,Tênis Ous Emergente Copper Essencial Pb Preto/branco,Tênis Öus Couro Emergente Pb Copper Essencial Preto,0.5
4283,Tênis Freeday Bio Tapioca Branco Rosa Original Promoção,Tênis Freeday Bio Branco E Laranja,0.4444444444444444
4284,Tênis Usthemp Spice Temático - Unigothic,Tênis Usthemp Spice Temático - Xadrez,0.7142857142857143
4285,Nike Zoom 2k Black & White,Nike Zoom Fly Off White,0.375
4286,Tênis Masculino Rekoba Sport Running Caminhada Top,Tênis Masculino Para Corrida Caminhada Running Lançamento,0.4444444444444444
4287,New Balance 860 V2 Cream Importado Usa Original,New Balance Rebel V2,0.3333333333333333
4288,"Tênis Arezzo Com Elástico Em Couro Rose Blush, Novo 37","Tênis Preto Feminino, Novo, Tam 37",0.3333333333333333
4289,Bicicleta Kapa Kp1 Aro 29 Freio A Disco Hidraulico 27v ,Bicicleta Aro 29 Freio Hidraulico Preto/laranja/vermelho,0.5
4290,Tênis Sapatênis Couro Floater Palmilha Gel Super Confortavél,Sapatênis De Conforto Masculino Em Couro E Palmilha De Gel,0.4
4291,"Bicicleta Em Ótimo Estado Barato R$:3.400,00","Bicicleta Motocroos R$610,00",0.3333333333333333
4292,Tênis Killer ,Tênis Estiloso,0.3333333333333333
4293,Tênis Masculino De Qualidade,Tênis Masculino  ,0.6666666666666666
4294,Tênis Goyazes Destroyer Infantil Tabaco Ref. 202047,Tênis Goyazes Destroyer  Dallas Ocre Ref. 191001-c,0.45454545454545453
4295,Tênis Casual Vizzano Slip On Creme,Tênis Slip On Feminino Casual Vizzano Com Estampa,0.625
4296,Tênis Casual  Fly Chase Caterpillar Em Couro E Frete Grátis, Tênis Masculino Caterpillar Frete Grátis Eclipe Fly Ns,0.45454545454545453
4297,Tenis Vert V-10 Branco/azul T.antonio,Tenis Vert V-10 Preto/branco T.antonio,0.6666666666666666
4298,Tênis Feminino Olympikus Saga Marinho/dalia Original C/nf,Tênis Olympikus Like Feminino Original C/nf,0.625
4299,Tênis Bota De Treino Cano Alto Fitness Feminino Masculino,Tênis Masculino Feminino Bota Cano Alto 34 Ao 43,0.6
4300,Dois Pares Tênis Olympikus Drift  Masculino - Preto E Branco,Dois Pares Tênis Kappa Impact Masculino - Preto E Branco ,0.6363636363636364
4301,Tênis Olympikus Masculino Twist Preto,Tênis Olympikus Unissex Twist Preto,0.6666666666666666
4302,Tênis Cano Alto Feminino Off White,Tênis Feminino Cano Alto Couro,0.5714285714285714
4303,Tênis Infantil Menino Casual Conforto Krisle K1785,Tênis Casual Marrom Gatoshoes Infantil  Menino Conforto,0.5555555555555556
4304,Tênis Bota Menina Infantil Botinha Bebê,Tênis Bota Infantil Menina Molekinha,0.5714285714285714
4305,Sapatilha Speed Giro Sentrie Preto E Amarelo Neon - Tm 43 Br,Sapatilha Speed 43 Eur/ 41 Br,0.3076923076923077
4306,Tênis Kidy Energy Respitec 037-1012-0306 Preto/pink 28 Ao 36,Tênis Kidy Energy Respitec 037-0011-3920 Graf/pto 28 Ao 36,0.6
4307,Tênis Infantil Glam Feminino Tie Dye - 1109076 - Bibi,Tênis Glam Infantil Feminino Bibi Tie Dye 1109095,0.7
4308,Tênis Feminino Kolosh Slip On Bege Casual C2382 Lançamento,Tênis Feminino Slip On Kolosh  C2742 Lançamento,0.6
4309,Tênis Masculino Casual Estilo Meia Avalon Fork Opções Cores,Tênis Meia Masculino Caminhada Ultra Levinho Casual  Tênis,0.3333333333333333
4310,Tênis Mizuno Masculino Prophecy X,Tênis Prophecy X Mizuno Masculino,1.0
4311,Tenis Masculino Infantil Cadarço Conforto Zíper Krisle Kt160,Tenis Casual Infantil Masculino Conforto,0.4444444444444444
4312,Tênis Feminino Torricella Solado De 2.5cm Várias Ocasiões,Tênis Feminino Casual Torricella,0.375
4313,Sapatenis Casual Marinho Confortável Costurado Promoção,Sapatenis Costurado Casual Confortável Macio Chocolate,0.5
4314, Tênis Esportivo Feminino Leve Frete Grátis Crush Shine -asc,Tênis Feminino Leve Confortável Academia Frete Grátis Treino,0.4166666666666667
4315,Tênis Ous Arquitetônico,Tênis Ous,0.6666666666666666
4316,Tênis Usthemp One Temático - Spitz Black And Tan,Tênis Usthemp One Temático - Spitz Alemão 2,0.5454545454545454
4317,Roda De Rolo Traseiro Do Rolo Da Guia Da 12t Vermelho,Polia Do Guia Do Tensor Do Controle Deslizante Do Rolo Da Co,0.18181818181818182
4318,Kit 3 Spatenis Masculino Promoção Tênis Casual Cadarço Novo,Kit 3 Tenis Masculino Casual Na Promoção,0.5
4319,Tenis Infantil Via Vip  Vv1038 Com Cadarço,Tenis Infantil Masc Cadarço Muito Leve - Vnj241  Via Vip,0.5
4320,Tênis Hoka One One Mach 4 Preto/cinza Feminino,Tênis Hoka One One Mach 3 Feminino,0.625
4321,Tenis Feminino Casual Dakota Verde,Tenis Feminino Casual,0.6
4322,Tênis Infantil Bibi Fly Baby Naval Estampa Céu Calce Fácil,Tênis Bibi Infantil Calce Fácil Fly Baby Rosa Anatômico,0.5833333333333334
4323,Tênis Skechers Masculino Go Run Consistent,Tênis Skechers Go Run Consistent Traceur Masculino,0.8571428571428571
4324,Air Jordan 1 High Volt Gold,Air Jordan 1 High Pollen,0.5714285714285714
4325,Tênis Coca Cola - Cinza - N 35,Tênis Feminino Coca Cola - Cc1040,0.4444444444444444
4326,Tênis Infantil Feminino Unicórnio Jeans Meninas Botinha,Tênis Infantil Unicórnio Feminino,0.5714285714285714
4327,Sapatênis Free Way Marc 14l Numeração Especial,Sapatênis Masculino Casual Free Way Alvin Couro Original,0.25
4328,Tênis Under Armour Hovr Apex 2 Preto Masculino,Tênis Under Armour Hovr Apex Cinza E Preto Masculino,0.7777777777777778
4329,Tênis Ramarim Branco Com Detalhes De Costura 1979102,Tênis Ramarim Ref.2175101 - Branco,0.375
4330,Bicicleta Aro 26 Retrô C/ Cadeirinha Frontal Vime 6v Verde,Bicicleta Aro 26 Retrô Com Cadeirinha Frontal Vime 6v Verde,0.9
4331,Tênis Via Marte E Meia Vm21-21470,Tênis  Via Marte,0.6
4332,Tênis Slip-on Call Of Duty Gamer Entrega Imediata Oferta Top,Tênis Slip-on  Corações Love Entrega Imediata Oferta Top!!,0.46153846153846156
4333,Tenis Meia Feminino (infantil) Luxo Novidade!!!!,Tenis Feminino Star Meia Luxo (infantil),0.7
4334,Tênis Coca Cola Atlanta Leather,Tênis Coca Cola Feminino Original Atlanta Leather Couro,0.625
4335,Tenis Ads Alphaedge 4d Branco E Verde Aguá Nº41 Original,Tenis Ads Alphaedge 4d Preto E Branco Nº40 Original,0.5454545454545454
4336,Tênis Infantil Feminino Cacto De Led Meninas Brilha Luzinha,Tênis Infantil Led Feminino Meninas Patrulha Canina Luzinha ,0.6
4337,Tênis Feminino Masculino Old Skool Preto Black Friday,Tênis Feminino Old Skool Preto Black Friday ,0.875
4338,Sapatenis Masculino Kit Com 04 Pares Direto Da Fabrica 12x,Sapatenis Kit 12 Pares Revenda Direto De Fabrica Confortavel,0.45454545454545453
4339,Sandálias Zapatos Europeo Y Americano Tamaño Grande Estilo C,Zapatos De Trabajo Hombre Seguridad Y Antipinchazos Tenis,0.14285714285714285
4340,Tênis Casual Top Fitness Cano Baixo Preto/verde Ref 95,Tênis Casual Top Fitness Cano Baixo Branco Treino Ref 99,0.5833333333333334
4341,Tênis Asics Novablast Preto/laranja Masculino,Tênis Asics Novablast - Masculino 43,0.5714285714285714
4342,Tenis Kidy Preto Laranja Masculino 133-0016,Tenis Kidy Preto Masculino 117.1012,0.5714285714285714
4343,Tênis Casual Feminino Redsun Tecido Preto 10375. N34 E N36,Tênis Feminino Tecido Preto,0.4444444444444444
4344,Tenis Molekinha 2131509 Infantil Casual Confortável Promoção,Tenis Infantil Feminino Casual Molekinha Promoção,0.625
4345, Tênis Jogging Moleca Confortável Casual 5736 Feminino, Tênis Casual Jogging Confortável Moleca 5736 Feminino,1.0
4346,Tênis Asics Tiger Gel Lyte 3 Marzipan Camo Vaneshoes,Tênis Asics Tiger Gel Lyte Iii,0.5
4347,Tênis Bella Ninna 80019 Tie Dye Multicolor ,Tênis Bella Tie Dye,0.5714285714285714
4348,Tenis Inf Masculino Klin Marinho 1661,Tenis Klin Inf 178099000-013270 Marinho,0.5714285714285714
4349,Tênis All Star Chuck Taylor Cano Baixo Original Branco 30002,Tênis All Star Converse Chuck Taylor Cano Alto Original,0.5833333333333334
4350,Bicicleta Aro 24 Retrô Vintage Feminina Com Cesta Vime Bege,Bicicleta Aro 24 Retrô Vintage Feminina Com Cesta Vime Verde,0.8
4351,Zapatos De Trabajo Hombre Seguridad Y Antipinchazos Tenis,Zapatos De Seguridad Pará Hombre Indestrutível Acero Dedo,0.2727272727272727
4352,Tênis Springblade adidas Original,Tênis adidas Original,0.75
4353,Tênis Sapatênis Infantil Menino Molekinho 2603109 Zíper,Tênis Infantil Menino Molekinho 2820.103,0.5
4354,"Tênis Ramarim, Total Confort, Classico","Tênis Meia Confort Plus, Rosê ",0.3333333333333333
4355,Tênis Menino Ortopé Com Luzinha 46004,Tênis Menino Ortopé Marinho,0.5
4356,Tênis New Balance 574 Masculino ,Tênis New Balance 574 Masculino Ml574xab,0.8333333333333334
4357,Tênis Feminino Sneaker Tratorado Dakota G0981,Tênis Sneaker Dakota Feminino Tratorado Lançamento,0.7142857142857143
4358,New Balance Tênis Roav Corrida Feminino Chumbo 12x,New Balance - Tênis Roav Corrida Feminino - Cinza,0.6
4359,Televisão Samsung  Led 50   Hdmi Internet Com Defeito Tela,Smart Tv Samsung  Led Hd 50  Defeito Tela ,0.45454545454545453
4360,Tênis Beira Rio Flatfoarm 4256100,Tênis Beira Rio Laço,0.5
4361,Tenis Adventure Adulto Infantil Coturno Bota Trilha Masc Fem,Tenis Bota Coturno Adventure Adulto Infantil Feminino.,0.5454545454545454
4362,Tenis Feminino Activitta 4802104 Caminhada Academia Corrida,Tenis Feminino Corrida Caminhada Academia Leve,0.625
4363,Tênis Infantil Bebê Maxx Star All Cano Baixo Lançamento 056,Tênis All Star Infantil Cano Baixo Com Estampa Converse,0.5
4364,Sapatênis Tênis Casual Masculino Lancamento Confort,Sapatênis Tênis Casual Masculino Promoção Lancamento Confort,0.8571428571428571
4365,Tenis Casual Vizzano Multi Color Feminino,Tenis Feminino Casual Vizzano 1214.105,0.5714285714285714
4366,Tênis Infantil Feminino Calce Fácil Leve Confortável - As281,Tênis Feminino Calce Fácil Confortável Sola Leve Vermelho,0.5454545454545454
